UDID,Headline_Alt,Chunk_ID,Chunk_Token_Count,Chunk_Text,Chunk_Embedding,Chunk_Context_Prepend
C1004,Reinforce your right,C1004_11,129,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing.
### What do you need to proceed?

* A clear, preferred presentation of your trade mark whether that is word, image, combination of word and image, or a non-traditional sign such as shape, sound, scent and colour.
* Basic rules covering the use of colours, fonts, size and placement of key elements in your trade mark.
* Routine checks of public use and finding inconsistencies.
* Records of dated examples (screenshots, packaging, adverts) showing correct use.",,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing."
C1004,Reinforce your right,C1004_12,131,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing.
### See also

* [What are trade marks? | IP Australia](https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks)
* [Marketing and advertising | business.gov.au](https://business.gov.au/marketing-and-advertising)
* [Obtain legal advice to help manage your IP | IP Australia First Response](https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-help-manage-your-ip)",,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing."
C1004,Reinforce your right,C1004_13,94,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"Use your trademark prominently to build recognition and protection
Reinforce your right
Make strong, visible use of your IP to increase consumer recognition and legal standing."
B1000,Letter of demand,B1000_01,221,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our*[*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy) *and by*[*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*

![Start here - Letter of demand ](/sites/default/files/images/2026-01/GD2526_079%20-%20IP%20First%20Response%20Infographic-1.png)",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_02,30,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
###",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_03,418,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What is it?

[![See information about what counts as infringement](/sites/default/files/images/2025-08/Infringement%20Button%20-%20tighter_2.png)](/node/208)

In the context of intellectual property (IP) protection, a letter of demand (or a cease and desist letter) is a formal notice from someone who believes you are using their IP without permission. It's often the first formal step used in notifying someone of an IP issue. 

It can be shocking to receive a legal letter like this, and the emotional impact should not be underestimated. Take time to carefully read the information to ensure you understand the other business' or IP right owner's concerns. Some important things to identify are: 

* which IP right the sender claims has been used without permission ('infringed')
* what the sender wants you to do (for example, halting sales or removing content)
* what evidence the sender has given in support of their claim.

It is usually not a good idea to ignore a letter of demand without first seeking professional advice. Taking time to understand their perspective may help you decide whether to negotiate, seek advice, or contest the claim. 

**Before responding to a letter of demand, you may want to show the letter and explain the situation to a qualified** [**IP legal professional**](https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-IP)  **who can explain your position and outline possible options.**

[![Not sure if this applies to your situation? Start with our Navigator Tool](/sites/default/files/images/2026-02/Not%20sure%20button.png)](https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement?utm_content=NotSure_button_experiment_v1)",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_04,575,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### Common features in a letter of demand

Here are common features of these letters: 

* **Heading and sender details** -- The letter should identify who sent the letter (whether the rights holder or their representative). You may want to verify their authority and ensure the letter was addressed to the right person or business. Some useful starting points include the [Trans-Tasman IP Attorney registry](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm)  and the [ABN lookup tool](https://abr.business.gov.au/).
* **Description of the alleged infringement** -- Explains which IP rights are involved (for example trade mark number, patent number, specific item of copyright material and so on), identifies the sender's ownership of the right (or if they do not own the right themselves, it identifies the other basis on which they make the claim - for example if they have an exclusive license) and what actions you took that the sender claims infringe their IP rights.
* **Demand to stop the activity** -- Usually includes a list of things that the sender wants you to do in response to their letter, such as taking something down from a website, stopping selling a product, changing branding or marketing, or paying them compensation.
* **Deadline for compliance** -- Often includes a time limit for responding to their demands (for example, from 7 to 30 days) after which they may decide to start legal action against you.
* **Evidence or exhibits** -- May include screenshots, photos, links or documents.
* **Consequences of non-compliance** -- Often warns of possible court action, damages or injunctions. This is a common inclusion but doesn't mean legal action will immediately or definitely follow.
* **Reservation of rights** -- A general phrase keeping the sender's legal options open.
* **Contact details for discussion** -- Gives you a way to reply or negotiate.

**Note:** While you should not ignore a letter of demand, you may not need to respond to the demand immediately ([Choose not to respond immediately](/options/choose-not-respond-immediately ""Choose not to respond immediately"")), nor do you need to [personally respond](/options/de-escalate-and-resolve-disputes-informally) or simply comply to their demands . It may be advisable to [speak to an IP lawyer or IP attorney](https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-your-situation) about the letter of demand. They can advise you on next steps and also communicate on your behalf.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_05,360,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### Things to watch out for (possible scams or false claims)

Some cease and desist letters may be [misleading or sent in bad faith](https://www.accc.gov.au/consumers/stay-protected/checking-a-business-is-genuine). Signs that the letter may not be genuine include: 

* **No clear sender** -- The letter lacks the sender's name, firm or contact details.
* **No specific IP right mentioned** -- There is no trade mark, patent or design number, or information or evidence to support their claim of copyright.
* **Fake IP right number (for registered rights)** -- The IP right number provided is not published on the IP register (but you need to be careful to make sure you are checking the correct register).
* **Poor grammar or formatting** -- Scam letters often contain multiple typos or formatting issues.
* **Overly aggressive or urgent tone** -- Extreme threats or unrealistically short deadlines can be intimidation tactics.
* **Demands for payment to unknown accounts** -- You are asked to pay quickly to unfamiliar or overseas bank details.
* **No evidence provided** -- Genuine letters usually attach screenshots, product photos or other proof of the alleged infringement.
* **Threats about confidentiality**-- While there are often reasonable requests to keep the letter confidential, this can also be used as an intimidation tactic.

However, a letter of demand may not be a scam even if it has some of the features listed above. If you are not sure, it may be advisable to speak to an IP lawyer or IP attorney about the letter you received.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_06,162,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What are the benefits?

* Gives the receiver a clear and early warning of a potential dispute, allowing time to gather information.
* Offers a chance to resolve matters quickly [without going to court.](https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action)
* Clarifies the specific IP right and scope of goods or services in question so that it can be verified.
* Provides a written record of the sender's position, which can inform negotiations and clarifies what is being asked and why.
* Can open dialogue that preserves business relationships, if handled constructively.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_07,109,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What are the risks?

When you receive a letter of demand, there are risks which should be managed carefully: 

* Ignoring the letter, missing the response deadline or responding inadequately may result in the sender starting legal action against you.
* Admitting liability may strengthen the sender's claims or lead to further demands.
* Sharing the letter publicly may result in reputational harm.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_08,265,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What are the possible outcomes?

There are a range of possible outcomes depending on how you respond, and whether the other party continues to pursue the matter. These can include: 

* You [engage a legal professional](https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-your-situation) to advise you or to respond on your behalf.
* You respond directly and explain why you disagree with claims made by the sender.
* You respond and [agree to stop the alleged conduct](https://ipfirstresponse.ipaustralia.gov.au/options/ceasing-use-contested-ip) and to comply with none, some or all other demands (potentially without admitting liability).
* You ask them to negotiate or you suggest to resolve the dispute through an[alternative dispute resolution process, such as mediation](https://ipfirstresponse.ipaustralia.gov.au/options/ADR).
* You ignore the letter -- which may lead to the other party escalating the matter, such as starting legal action against you. It may not be advisable to ignore a letter of demand without first speaking to an IP lawyer or IP attorney.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_09,73,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What might the costs be?

Costs vary depending on the complexity of the matter and adviser rates. Professional review and a written response could involve a lower fee for straightforward cases or higher fees if detailed analysis is required.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_10,138,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### How much time might be involved?

Letters commonly request action within somewhere between 7 and 30 days. The amount of time it will take to respond will depend on the complexity of the claims and what evidence there is to support them. If you are investigating the claims made by the sender and it will take longer than the period included in the letter of demand, it can sometimes be appropriate to send a reply to say when you will come back to them. However, it may be advisable to speak to an IP lawyer or IP attorney first.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_11,48,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### How much is this used?

Letters of demand are a commonly used tool in IP disputes.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_12,104,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### Who can use this?

An owner or, in some cases, an authorised user or licensee of IP rights can send a letter of demand to someone if they have a proper basis for alleging that the other person is infringing their IP rights. The recipient of a letter of demand could be almost anyone, from a large business to a small business, to a private individual.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_13,89,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### Who's involved?

* IP right owner or authorised user sending the letter
* Recipient of the letter (you)
* (Optional) legal professionals acting for either party
* (Optional) mediators or other dispute resolution providers
* Court officers - if the matter proceeds to legal action.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_14,106,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### What do you need to proceed?

* Read the letter in full and note any deadlines.
* Identify the IP right mentioned (registration number, jurisdiction).
* Gather your own evidence about your product, brand or content and its development timeline.
* Decide whether to seek advice from an IP lawyer or IP attorney.
* Keep copies of all correspondence, screenshots, invoices and other relevant documents.",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_15,226,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### See also

[Evaluate the situation before deciding what to do | IP Australia First Response](https://ipfirstresponse.ipaustralia.gov.au/options/evaluate-situation-deciding-what-do)

[What to consider before taking legal action | IP Australia](https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action)

[Someone is using my IP | IP Australia](https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip)

[Get professional assistance with your IP | IP Australia](https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-IP)

[Find an IP attorney or firm | Trans-Tasman IP Attorneys Board](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm)",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
B1000,Letter of demand,B1000_16,91,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"Receiving a letter of demand 
Letter of demand
Understanding what you can do when you receive a letter of demand / cease and desist."
E1012,Complaints,E1012_01,186,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy) *and by*[*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns."
E1012,Complaints,E1012_02,434,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns.
### What is it?

If you are not happy with the service you received from IP Australia, there are ways you can raise your concerns. A complaint allows you to explain what went wrong and what outcome you would like. 

Complaints are handled separately from IP decisions. Making a complaint does not replace or pause any formal review or appeal deadlines. If you want to challenge a formal decision (for example, an objection being raised for a trade mark or patent), you need to use the separate review and appeal processes available. **For more information about this process please see here:** [**What can I do if I disagree with IP Australia's examination decision? | IP Australia First Response**](https://ipfirstresponse.ipaustralia.gov.au/options/what-can-i-do-if-i-disagree-ip-australias-examination-decision).

When making a complaint, it helps if you include: 

* your name and contact details
* details of the issue, including any reference numbers
* what outcome you are hoping for (such as an explanation, correction, or apology)
* any evidence or documents that support your complaint.

IP Australia staff are required to follow the Australian Public Service (APS) Code of Conduct. This means they must behave honestly, act with care and diligence, and treat everyone with respect and courtesy. If you feel this did not happen, you may raise that in your complaint. 

You can start by contacting IP Australia directly through their online feedback form or by using the [contact channels](https://www.ipaustralia.gov.au/about-us/contact-us)  on their website. If you are not satisfied with the response, you may take your complaint to [the Commonwealth Ombudsman](https://www.ombudsman.gov.au/complaints/how-to-make-a-complaint), who handles complaints about Australian Government agencies. The Ombudsman can review how your complaint was managed but cannot overturn IP Australia's formal decisions.",,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns."
E1012,Complaints,E1012_03,202,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns.
### See also

* [What can I do if I disagree with IP Australia's examination decision? | IP Australia First Response](https://ipfirstresponse.ipaustralia.gov.au/options/what-can-i-do-if-i-disagree-ip-australias-examination-decision)
* [Feedback form | IP Australia](https://www.ipaustralia.gov.au/feedback-form)
* [Contact us | IP Australia](https://www.ipaustralia.gov.au/about-us/contact-us)
* [APS Code of Conduct | Australian Public Service Commission](https://www.apsc.gov.au/working-aps/integrity/integrity-resources/code-of-conduct)
* [How to make a complaint | Commonwealth Ombudsman](https://www.ombudsman.gov.au/complaints/how-to-make-a-complaint)",,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns."
E1012,Complaints,E1012_04,99,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"I'm not happy with IP Australia - what can I do?
Complaints
Explore steps to address dissatisfaction with IP Australia, including complaint procedures and alternative solutions for intellectual property concerns."
E1025,Protecting your business,E1025_01,183,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy) *and by*[*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online."
E1025,Protecting your business,E1025_02,658,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online.
### What is it?

Business owners have reported receiving messages from scammers that threaten others with claims of IP infringement or send unsolicited invoices pretending to be IP Australia. Spot warning signs quickly so you can decide whether to look closer or ignore the message. 

Common examples include fake renewal invoices or reminders, emails claiming to be from 'IP Australia', and 'cease and desist' threats from a pretend law firm. Scammers also send fake IP violation notices via social or marketplace platforms, or sell listing services that sound like official protection. Note that listings on non-official 'registers' don't create legal rights or protection. 

The goal is usually to rush you with claims of 'suspected' or 'alleged' infringement, to collect money or your login details. Lookalike email addresses or websites may be used, and payment requests can be unusual. 

**Treat with caution any message demanding immediate payment or urging you to click a link to 'keep your trade mark alive' or 'stop legal action'.** 

Look for these red flags: 

* The sender's email does not end with an official government domain. Official IP Australia will come from @ipaustralia.gov.au.
* The message uses a generic greeting, has spelling mistakes, or your IP details are wrong or incomplete.
* There is pressure to 'pay now' or threats of court action for 'alleged infringement' without clear case details.
* Payment is requested to an overseas account, by gift cards, or in cryptocurrency.
* Links point to a site that looks unusual or is not on a trusted government domain. Also, never click links in an unexpected email.
* The claimed 'IP attorney' or 'law firm' cannot be found on [the Trans-Tasman IP Attorneys Board register](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm)  or a relevant law society register (e.g. [Register of Solicitors | The Law Society of NSW](https://www.lawsociety.com.au/register-of-solicitors) ) .

You can also confirm any official notice by logging into IP Australia's [Online Services](https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-hearings).  

If you suspect a scam, you may wish to report it to [Scamwatch](https://www.scamwatch.gov.au/)  or [ReportCyber](https://www.cyber.gov.au/report-and-recover/report), and keep any evidence such as screenshots or email headers. 

[![Not sure if this applies to your situation? Start with our Navigator Tool](/sites/default/files/images/2026-02/Not%20sure%20button.png)](https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement?utm_content=NotSure_button_experiment_v1)",,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online."
E1025,Protecting your business,E1025_03,336,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online.
### See also

* [Report a scam, fraud or risk to public interest | IP Australia First Response](https://ipfirstresponse.ipaustralia.gov.au/options/report-scam-fraud-or-risk-public-interest)
* [Scams related to managing IP Rights | IP Australia](https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/scams-related-to-managing-ip-rights#:~:text=false%20and%20confusing%20information,create%20a%20sense%20of%20urgency))
* [Identifying unofficial invoices and registers | IP Australia](https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/identifying-unofficial-invoices-and-registers)
* [Fraud and corruption | IP Australia](https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption)
* [Manage my IP | IP Australia](https://www.ipaustralia.gov.au/manage-my-ip)
* [Find an IP attorney or firm | Trans-Tasman IP Attorneys Board](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm)
* [Register of Solicitors](https://www.qls.com.au/register-of-solicitors)
* [Home | Scamwatch](https://www.scamwatch.gov.au/)",,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online."
E1025,Protecting your business,E1025_04,96,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"Common scams
Protecting your business
Discover various common scams, learn how to identify them, and protect yourself with practical tips and insights to stay safe and secure online."
E1001,Business names,E1001_01,185,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy)  *and by* [*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness."
E1001,Business names,E1001_02,419,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness.
### What is it?

A business may operate under several 'names', but only a registered trade mark is an intellectual property right that can give you exclusive control over your brand across Australia. IP Australia administers trade marks, while ASIC handles business and company name registration. 

**Business name** 

* Your trading name registered with the Australian Securities and Investments Commission (ASIC), so customers know who owns the business.
* It identifies your business but does not give you exclusive rights to that name. Other people can register or use a similar business name. Business name registration does not provide intellectual property protection.

**Company name** 

* A separate legal entity created under the *Corporations Act* 2001 (Cth) when you register with ASIC.
* It helps authorities and customers find the right business but does not create any brand-ownership or exclusive rights. Registering a company does not give you trade mark rights.

**Registered trade mark** 

* A sign such as words, logos, slogans or shapes, registered with IP Australia to distinguish your goods or services.
* Grants you exclusive rights nationwide to use the 'mark' for goods and services for which it is registered.
* Allows you to take legal action against suspected infringement and can deter others from copying your brand.

Because each register serves a different purpose, you can hold a business name, company name and trade mark at the same time. The registers do not cross-check, so an available business name on ASIC may conflict with an existing trade mark in IP Australia's register, and vice versa. 

Trade mark registration involves application and renewal fees, while business name registration is comparatively inexpensive. Only a trade mark can give you enforceable, nationwide rights. 

**Key point:** Registering a business name or company name does not give you intellectual property rights. Only a registered trade mark can provide exclusive legal protection for your brand.",,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness."
E1001,Business names,E1001_03,129,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness.
### **See also**

[Register a business name | ASIC](https://www.asic.gov.au/for-business-and-companies/business-names/register-a-business-name/)  

[Register a company | ASIC](https://www.asic.gov.au/for-business-and-companies/companies/register-a-company/)  

[What are trade marks? | IP Australia](https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks)",,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness."
E1001,Business names,E1001_04,97,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness.
### Want to give us feedback?

Send us an [email](mailto:ipfirstresponse@ipaustralia.gov.au).\
Fill out our [feedback form](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy).",,"Is my business name my IP?
Business names
Discover if your business name qualifies as intellectual property and learn how to protect it legally to secure your brand's identity and uniqueness."
D1012,IP attorney or lawyer,D1012_01,177,"Obtain legal advice on your enforcement options
IP attorney or lawyer
Seek a qualified & experienced professional to provide specific, tailored advice.
*This IP First Response website has been designed to help IP rights holders navigate IP infringement and enforcement by making it visible, accessible, and to provide information about the factors involved in pursuing different options. It does not provide legal, business or other professional advice, and none of the content should be regarded as recommending a specific course of action. We welcome any feedback via our* [*IP First Response feedback form*](https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy)  *and by* [*emailing us*](mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response)*.*",,"Obtain legal advice on your enforcement options
IP attorney or lawyer
Seek a qualified & experienced professional to provide specific, tailored advice."
D1012,IP attorney or lawyer,D1012_02,522,"Obtain legal advice on your enforcement options
IP attorney or lawyer
Seek a qualified & experienced professional to provide specific, tailored advice.
### What is it?

**What is it?**

Having a qualified expert can help you navigate the complex system of IP enforcement. Qualified experts for IP enforcement include lawyers specialising in IP, and trade mark and patent attorneys. We refer to these experts as 'legal professionals', although trade mark and patent attorneys are not necessarily lawyers and may not be qualified to engage in legal practice.

Depending on your situation, it may be necessary to seek advice from more than one type of legal professional specialising in IP for different rights in your IP portfolio and different types of enforcement actions (such as court action, which may require a lawyer or barrister with litigation experience in IP). 

If you already have a trusted trade mark or patent attorney, you might talk to them about finding the right legal professional for your circumstances. Alternatively, you could search the [Trans-Tasman IP Attorney Board](https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm) register as a starting point. 

[![Not sure if this applies to your situation? Start with our Navigator Tool](/sites/default/files/images/2026-02/Not%20sure%20button.png)](https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement?utm_content=NotSure_button_experiment_v1)

**How about other types of IP professionals?** 

The term IP professionals refers to a range of experts who can help you plan and manage your business in relation to IP, including legal professionals. If you are seeking advice on how to enforce your IP rights, and what might be most appropriate to your situation, you should seek it from an IP lawyer or other relevant legal professional.  

If you wish to obtain support for other IP-related aspects of your business, you may wish to engage services provided by non-legal IP professionals such as: 

* an accountant who specialises in IP marketing or commercialisation
* a brand consultant
* a franchise and export consultant
* a management consultant
* IP search firms
* IP monitoring service providers
* Government business support.

If you are a copyright owner who is a member of a copyright collecting society or a professional organisation representing certain kinds of creator or creative business, you could explore whether that organisation is able to provide information or another form of assistance in your particular circumstances.",,"Obtain legal advice on your enforcement options
IP attorney or lawyer
Seek a qualified & experienced professional to provide specific, tailored advice."
